date,hour,forecast_load_mw
2024-02-25,12,27244
2024-02-25,13,26736
2024-02-25,14,26492
2024-02-25,15,27160
2024-02-25,16,28827
2024-02-25,17,30953
2024-02-25,18,32249
2024-02-25,19,32606
2024-02-25,20,32416
2024-02-25,21,31598
2024-02-25,22,30414
2024-02-25,23,29092
2024-02-26,0,28222
2024-02-26,1,27668
2024-02-26,2,27538
2024-02-26,3,27783
2024-02-26,4,28599
2024-02-26,5,30534
2024-02-26,6,33271
2024-02-26,7,34398
2024-02-26,8,33575
2024-02-26,9,32021
2024-02-26,10,30660
2024-02-26,11,29700
2024-02-26,12,29061
2024-02-26,13,28612
2024-02-26,14,28385
2024-02-26,15,28702
2024-02-26,16,29640
2024-02-26,17,31347
2024-02-26,18,32109
2024-02-26,19,31858
2024-02-26,20,31357
2024-02-26,21,30236
2024-02-26,22,28600
2024-02-26,23,27074
2024-02-27,0,25698
2024-02-27,1,25097
2024-02-27,2,24848
2024-02-27,3,24892
2024-02-27,4,25708
2024-02-27,5,27490
2024-02-27,6,30032
2024-02-27,7,31218
2024-02-27,8,30890
2024-02-27,9,30108
2024-02-27,10,29193
2024-02-27,11,28602
2024-02-27,12,28308
2024-02-27,13,28131
2024-02-27,14,28063
2024-02-27,15,28492
2024-02-27,16,29460
2024-02-27,17,30653
2024-02-27,18,31083
2024-02-27,19,30586
2024-02-27,20,29784
2024-02-27,21,28601
2024-02-27,22,26932
2024-02-27,23,25274
2024-02-28,0,23569
2024-02-28,1,22830
2024-02-28,2,22455
2024-02-28,3,22367
2024-02-28,4,22949
2024-02-28,5,24545
2024-02-28,6,27042
2024-02-28,7,28463
2024-02-28,8,28846
2024-02-28,9,28634
2024-02-28,10,28488
2024-02-28,11,28189
2024-02-28,12,27908
2024-02-28,13,27724
2024-02-28,14,27716
2024-02-28,15,28074
2024-02-28,16,29121
2024-02-28,17,30276
2024-02-28,18,30630
2024-02-28,19,30308
2024-02-28,20,29587
2024-02-28,21,28499
2024-02-28,22,27050
2024-02-28,23,25611
2024-02-29,0,25608
2024-02-29,1,25218
2024-02-29,2,25182
2024-02-29,3,25568
2024-02-29,4,26866
2024-02-29,5,29166
2024-02-29,6,32421
2024-02-29,7,33915
2024-02-29,8,33258
2024-02-29,9,32214
2024-02-29,10,31233
2024-02-29,11,30524
2024-02-29,12,30120
2024-02-29,13,29806
2024-02-29,14,29736
2024-02-29,15,30296
2024-02-29,16,31766
2024-02-29,17,33712
2024-02-29,18,34819
2024-02-29,19,34538
2024-02-29,20,33927
2024-02-29,21,32762
2024-02-29,22,31224
2024-02-29,23,29799
2024-03-01,0,28971
2024-03-01,1,28486
2024-03-01,2,28344
2024-03-01,3,28638
2024-03-01,4,29683
2024-03-01,5,31619
2024-03-01,6,34360
2024-03-01,7,35514
2024-03-01,8,34319
2024-03-01,9,32541
2024-03-01,10,30934
2024-03-01,11,29937
2024-03-01,12,29167
2024-03-01,13,28770
2024-03-01,14,28660
2024-03-01,15,29058
2024-03-01,16,30269
2024-03-01,17,31955
2024-03-01,18,32837
2024-03-01,19,32521
2024-03-01,20,31958
2024-03-01,21,31104
2024-03-01,22,29769
2024-03-01,23,28472
2024-03-02,0,27097
2024-03-02,1,26300
2024-03-02,2,25804
2024-03-02,3,25616
2024-03-02,4,25690
2024-03-02,5,26232
2024-03-02,6,27176
2024-03-02,7,28098
2024-03-02,8,28997
2024-03-02,9,29532
2024-03-02,10,29686
2024-03-02,11,29357
2024-03-02,12,28773
2024-03-02,13,28174
2024-03-02,14,27819
2024-03-02,15,27850
2024-03-02,16,28494
2024-03-02,17,29468
2024-03-02,18,30156
2024-03-02,19,29826
2024-03-02,20,29266
2024-03-02,21,28437
2024-03-02,22,27349
2024-03-02,23,26265
2024-03-03,0,24595
2024-03-03,1,23817
2024-03-03,2,23370
2024-03-03,3,23168
2024-03-03,4,23323
2024-03-03,5,23828
2024-03-03,6,24600
2024-03-03,7,25481
2024-03-03,8,25952
2024-03-03,9,25891
2024-03-03,10,25121
2024-03-03,11,24551
2024-03-03,12,24125
2024-03-03,13,23860
2024-03-03,14,23855
2024-03-03,15,24234
2024-03-03,16,25205
2024-03-03,17,26782
2024-03-03,18,27919
2024-03-03,19,28180
2024-03-03,20,27896
2024-03-03,21,26989
2024-03-03,22,25743
2024-03-03,23,24484
2024-03-04,0,23528
2024-03-04,1,22875
2024-03-04,2,22726
2024-03-04,3,22792
2024-03-04,4,23532
2024-03-04,5,25254
2024-03-04,6,27929
2024-03-04,7,29359
2024-03-04,8,29126
2024-03-04,9,28285
2024-03-04,10,27631
2024-03-04,11,27249
2024-03-04,12,27021
2024-03-04,13,27003
2024-03-04,14,27138
2024-03-04,15,27678
2024-03-04,16,28692
2024-03-04,17,30379
2024-03-04,18,30854
2024-03-04,19,30401
2024-03-04,20,29813
2024-03-04,21,28603
2024-03-04,22,26883
2024-03-04,23,25400
2024-03-05,0,24056
2024-03-05,1,23334
2024-03-05,2,23017
2024-03-05,3,23039
2024-03-05,4,23700
2024-03-05,5,25384
2024-03-05,6,28084
2024-03-05,7,29719
2024-03-05,8,30015
2024-03-05,9,29829
2024-03-05,10,29760
2024-03-05,11,29476
2024-03-05,12,29220
2024-03-05,13,29088
2024-03-05,14,29010
2024-03-05,15,29241
2024-03-05,16,30066
2024-03-05,17,31135
2024-03-05,18,31629
2024-03-05,19,31220
2024-03-05,20,30405
2024-03-05,21,29236
2024-03-05,22,27462
2024-03-05,23,25881
2024-03-06,0,24596
2024-03-06,1,23909
2024-03-06,2,23593
2024-03-06,3,23548
2024-03-06,4,24134
2024-03-06,5,25772
2024-03-06,6,28410
2024-03-06,7,30111
2024-03-06,8,30175
2024-03-06,9,29896
2024-03-06,10,29637
2024-03-06,11,29370
2024-03-06,12,29194
2024-03-06,13,29065
2024-03-06,14,29004
2024-03-06,15,29179
2024-03-06,16,30057
2024-03-06,17,31157
2024-03-06,18,31679
2024-03-06,19,31161
2024-03-06,20,30122
2024-03-06,21,28869
2024-03-06,22,27190
2024-03-06,23,25597
2024-03-07,0,24260
2024-03-07,1,23487
2024-03-07,2,23130
2024-03-07,3,23061
2024-03-07,4,23699
2024-03-07,5,25202
2024-03-07,6,27744
2024-03-07,7,29107
2024-03-07,8,29282
2024-03-07,9,29089
2024-03-07,10,28636
2024-03-07,11,28324
2024-03-07,12,28068
2024-03-07,13,27915
2024-03-07,14,27833
2024-03-07,15,28043
2024-03-07,16,28897
2024-03-07,17,30017
2024-03-07,18,30725
2024-03-07,19,30544
2024-03-07,20,29861
2024-03-07,21,28649
2024-03-07,22,26988
2024-03-07,23,25478
2024-03-08,0,24629
2024-03-08,1,23972
2024-03-08,2,23754
2024-03-08,3,23851
2024-03-08,4,24612
2024-03-08,5,26350
2024-03-08,6,28881
2024-03-08,7,30131
2024-03-08,8,29571
2024-03-08,9,28549
2024-03-08,10,27618
2024-03-08,11,26933
2024-03-08,12,26476
2024-03-08,13,26347
2024-03-08,14,26555
2024-03-08,15,27140
2024-03-08,16,28103
2024-03-08,17,29569
2024-03-08,18,30277
2024-03-08,19,29988
2024-03-08,20,29453
2024-03-08,21,28553
2024-03-08,22,27312
2024-03-08,23,26047
2024-03-09,0,25290
2024-03-09,1,24587
2024-03-09,2,24243
2024-03-09,3,24107
2024-03-09,4,24405
2024-03-09,5,25137
2024-03-09,6,26230
2024-03-09,7,27186
2024-03-09,8,28049
2024-03-09,9,28675
2024-03-09,10,29032
2024-03-09,11,29073
2024-03-09,12,28896
2024-03-09,13,28641
2024-03-09,14,28447
2024-03-09,15,28473
2024-03-09,16,28993
2024-03-09,17,29764
2024-03-09,18,30303
2024-03-09,19,29933
2024-03-09,20,29211
2024-03-09,21,28231
2024-03-09,22,27034
2024-03-09,23,25837
2024-03-10,0,24813
2024-03-10,1,23415
2024-03-10,3,23092
2024-03-10,4,23520
2024-03-10,5,23899
2024-03-10,6,24768
2024-03-10,7,25652
2024-03-10,8,26433
2024-03-10,9,26880
2024-03-10,10,26745
2024-03-10,11,26707
2024-03-10,12,26563
2024-03-10,13,26521
2024-03-10,14,26523
2024-03-10,15,26778
2024-03-10,16,27617
2024-03-10,17,29004
2024-03-10,18,30602
2024-03-10,19,31810
2024-03-10,20,32350
2024-03-10,21,31531
2024-03-10,22,30409
2024-03-10,23,28890
2024-03-11,0,27412
2024-03-11,1,26784
2024-03-11,2,26612
2024-03-11,3,26734
2024-03-11,4,27529
2024-03-11,5,29524
2024-03-11,6,32771
2024-03-11,7,34133
2024-03-11,8,33752
2024-03-11,9,32391
2024-03-11,10,31073
2024-03-11,11,30092
2024-03-11,12,29152
2024-03-11,13,28528
2024-03-11,14,28194
2024-03-11,15,28242
2024-03-11,16,28894
2024-03-11,17,30308
2024-03-11,18,31985
2024-03-11,19,32454
2024-03-11,20,32261
2024-03-11,21,31162
2024-03-11,22,29382
2024-03-11,23,27631
2024-03-12,0,26219
2024-03-12,1,25528
2024-03-12,2,25228
2024-03-12,3,25361
2024-03-12,4,26122
2024-03-12,5,27843
2024-03-12,6,30897
2024-03-12,7,32262
2024-03-12,8,31732
2024-03-12,9,30013
2024-03-12,10,28686
2024-03-12,11,27718
2024-03-12,12,27045
2024-03-12,13,26626
2024-03-12,14,26399
2024-03-12,15,26383
2024-03-12,16,27017
2024-03-12,17,28264
2024-03-12,18,29397
2024-03-12,19,29929
2024-03-12,20,29847
2024-03-12,21,28635
2024-03-12,22,26760
2024-03-12,23,25060
2024-03-13,0,23867
2024-03-13,1,23237
2024-03-13,2,22948
2024-03-13,3,22966
2024-03-13,4,23593
2024-03-13,5,25268
2024-03-13,6,28117
2024-03-13,7,29694
2024-03-13,8,29223
2024-03-13,9,27761
2024-03-13,10,26564
2024-03-13,11,25796
2024-03-13,12,25420
2024-03-13,13,25338
2024-03-13,14,25380
2024-03-13,15,25706
2024-03-13,16,26350
2024-03-13,17,27320
2024-03-13,18,28492
2024-03-13,19,29137
2024-03-13,20,28870
2024-03-13,21,27746
2024-03-13,22,25897
2024-03-13,23,24136
2024-03-14,0,23347
2024-03-14,1,22589
2024-03-14,2,22271
2024-03-14,3,22152
2024-03-14,4,22737
2024-03-14,5,24473
2024-03-14,6,26983
2024-03-14,7,28672
2024-03-14,8,28206
2024-03-14,9,26927
2024-03-14,10,25862
2024-03-14,11,25124
2024-03-14,12,24777
2024-03-14,13,24729
2024-03-14,14,25006
2024-03-14,15,25547
2024-03-14,16,26552
2024-03-14,17,27693
2024-03-14,18,28775
2024-03-14,19,29301
2024-03-14,20,29074
2024-03-14,21,27851
2024-03-14,22,25749
2024-03-14,23,23984
2024-03-15,0,22785
2024-03-15,1,22101
2024-03-15,2,21641
2024-03-15,3,21487
2024-03-15,4,21887
2024-03-15,5,23170
2024-03-15,6,25845
2024-03-15,7,27725
2024-03-15,8,28155
2024-03-15,9,27887
2024-03-15,10,27543
2024-03-15,11,27234
2024-03-15,12,26979
2024-03-15,13,26903
2024-03-15,14,26827
2024-03-15,15,26941
2024-03-15,16,27252
2024-03-15,17,27755
2024-03-15,18,28347
2024-03-15,19,28714
2024-03-15,20,28126
2024-03-15,21,26824
2024-03-15,22,25338
2024-03-15,23,23860
2024-03-16,0,22597
2024-03-16,1,21903
2024-03-16,2,21502
2024-03-16,3,21354
2024-03-16,4,21612
2024-03-16,5,22410
2024-03-16,6,23546
2024-03-16,7,24463
2024-03-16,8,24864
2024-03-16,9,24584
2024-03-16,10,23860
2024-03-16,11,23217
2024-03-16,12,22732
2024-03-16,13,22468
2024-03-16,14,22406
2024-03-16,15,22663
2024-03-16,16,23413
2024-03-16,17,24725
2024-03-16,18,25828
2024-03-16,19,26463
2024-03-16,20,26532
2024-03-16,21,25930
2024-03-16,22,24738
2024-03-16,23,23519
2024-03-17,0,22601
2024-03-17,1,21891
2024-03-17,2,21527
2024-03-17,3,21333
2024-03-17,4,21396
2024-03-17,5,21874
2024-03-17,6,22645
2024-03-17,7,23368
2024-03-17,8,24245
2024-03-17,9,24459
2024-03-17,10,24280
2024-03-17,11,24090
2024-03-17,12,23900
2024-03-17,13,23748
2024-03-17,14,23784
2024-03-17,15,24229
2024-03-17,16,24872
2024-03-17,17,26049
2024-03-17,18,27318
2024-03-17,19,27912
2024-03-17,20,27708
2024-03-17,21,26552
2024-03-17,22,25253
2024-03-17,23,23991
2024-03-18,0,23712
2024-03-18,1,23302
2024-03-18,2,23164
2024-03-18,3,23432
2024-03-18,4,24165
2024-03-18,5,26171
2024-03-18,6,29470
2024-03-18,7,31326
2024-03-18,8,30962
2024-03-18,9,29940
2024-03-18,10,28915
2024-03-18,11,28348
2024-03-18,12,27786
2024-03-18,13,27396
2024-03-18,14,27187
2024-03-18,15,27385
2024-03-18,16,28148
2024-03-18,17,29490
2024-03-18,18,30911
2024-03-18,19,31813
2024-03-18,20,31997
2024-03-18,21,31058
2024-03-18,22,29381
2024-03-18,23,27854
2024-03-19,0,26718
2024-03-19,1,26270
2024-03-19,2,26091
2024-03-19,3,26342
2024-03-19,4,27150
2024-03-19,5,29218
2024-03-19,6,32250
2024-03-19,7,33774
2024-03-19,8,33171
2024-03-19,9,31868
2024-03-19,10,30829
2024-03-19,11,30041
2024-03-19,12,29489
2024-03-19,13,29092
2024-03-19,14,28783
2024-03-19,15,28731
2024-03-19,16,29214
2024-03-19,17,30171
2024-03-19,18,31248
2024-03-19,19,32206
2024-03-19,20,32512
2024-03-19,21,31465
2024-03-19,22,29488
2024-03-19,23,27868
2024-03-20,0,26582
2024-03-20,1,26052
2024-03-20,2,25792
2024-03-20,3,25945
2024-03-20,4,26674
2024-03-20,5,28776
2024-03-20,6,31717
2024-03-20,7,33103
2024-03-20,8,32135
2024-03-20,9,30559
2024-03-20,10,29315
2024-03-20,11,28294
2024-03-20,12,27514
2024-03-20,13,27054
2024-03-20,14,26905
2024-03-20,15,27112
2024-03-20,16,27927
2024-03-20,17,29163
2024-03-20,18,30538
2024-03-20,19,31358
2024-03-20,20,31435
2024-03-20,21,30443
2024-03-20,22,28785
2024-03-20,23,27087
2024-03-21,0,26642
2024-03-21,1,26379
2024-03-21,2,26430
2024-03-21,3,26832
2024-03-21,4,28121
2024-03-21,5,30414
2024-03-21,6,33764
2024-03-21,7,35288
2024-03-21,8,34319
2024-03-21,9,32643
2024-03-21,10,31127
2024-03-21,11,29977
2024-03-21,12,29105
2024-03-21,13,28589
2024-03-21,14,28283
2024-03-21,15,28486
2024-03-21,16,29298
2024-03-21,17,30778
2024-03-21,18,32423
2024-03-21,19,33627
2024-03-21,20,33778
2024-03-21,21,32768
2024-03-21,22,31109
2024-03-21,23,29665
2024-03-22,0,28584
2024-03-22,1,28188
2024-03-22,2,28134
2024-03-22,3,28471
2024-03-22,4,29448
2024-03-22,5,31726
2024-03-22,6,34627
2024-03-22,7,35763
2024-03-22,8,34655
2024-03-22,9,32827
2024-03-22,10,30958
2024-03-22,11,29448
2024-03-22,12,28302
2024-03-22,13,27645
2024-03-22,14,27184
2024-03-22,15,27213
2024-03-22,16,28098
2024-03-22,17,29125
2024-03-22,18,30284
2024-03-22,19,31422
2024-03-22,20,31389
2024-03-22,21,30473
2024-03-22,22,28998
2024-03-22,23,27615
2024-03-23,0,25883
2024-03-23,1,25108
2024-03-23,2,24554
2024-03-23,3,24347
2024-03-23,4,24540
2024-03-23,5,25174
2024-03-23,6,26214
2024-03-23,7,27137
2024-03-23,8,28027
2024-03-23,9,28443
2024-03-23,10,28578
2024-03-23,11,28192
2024-03-23,12,27661
2024-03-23,13,27033
2024-03-23,14,26733
2024-03-23,15,26714
2024-03-23,16,27266
2024-03-23,17,28118
2024-03-23,18,29230
2024-03-23,19,29916
2024-03-23,20,29965
2024-03-23,21,29390
2024-03-23,22,28472
2024-03-23,23,27444
2024-03-24,0,27482
2024-03-24,1,27047
2024-03-24,2,26718
2024-03-24,3,26765
2024-03-24,4,27116
2024-03-24,5,27852
2024-03-24,6,28863
2024-03-24,7,29594
2024-03-24,8,29541
2024-03-24,9,28715
2024-03-24,10,27319
2024-03-24,11,26241
2024-03-24,12,25323
2024-03-24,13,24650
2024-03-24,14,24318
2024-03-24,15,24581
2024-03-24,16,25440
2024-03-24,17,26763
2024-03-24,18,28223
2024-03-24,19,29944
2024-03-24,20,30471
2024-03-24,21,29799
2024-03-24,22,28634
2024-03-24,23,27402
2024-03-25,0,26896
2024-03-25,1,26510
2024-03-25,2,26432
2024-03-25,3,26689
2024-03-25,4,27647
2024-03-25,5,29651
2024-03-25,6,32625
2024-03-25,7,33864
2024-03-25,8,32980
2024-03-25,9,31130
2024-03-25,10,29468
2024-03-25,11,28096
2024-03-25,12,27124
2024-03-25,13,26464
2024-03-25,14,26198
2024-03-25,15,26295
2024-03-25,16,26928
2024-03-25,17,28299
2024-03-25,18,29886
2024-03-25,19,31115
2024-03-25,20,31337
2024-03-25,21,30331
2024-03-25,22,28726
2024-03-25,23,27240
2024-03-26,0,26299
2024-03-26,1,25915
2024-03-26,2,25713
2024-03-26,3,25919
2024-03-26,4,26684
2024-03-26,5,28645
2024-03-26,6,31482
2024-03-26,7,33114
2024-03-26,8,32573
2024-03-26,9,31655
2024-03-26,10,30366
2024-03-26,11,29364
2024-03-26,12,28552
2024-03-26,13,27986
2024-03-26,14,27702
2024-03-26,15,27621
2024-03-26,16,27958
2024-03-26,17,28819
2024-03-26,18,29815
2024-03-26,19,30684
2024-03-26,20,30703
2024-03-26,21,29664
2024-03-26,22,27927
2024-03-26,23,26416
2024-03-27,0,25099
2024-03-27,1,24431
2024-03-27,2,24138
2024-03-27,3,24162
2024-03-27,4,24690
2024-03-27,5,26376
2024-03-27,6,28974
2024-03-27,7,30793
2024-03-27,8,30894
2024-03-27,9,30557
2024-03-27,10,30160
2024-03-27,11,29694
2024-03-27,12,29243
2024-03-27,13,28867
2024-03-27,14,28449
2024-03-27,15,28350
2024-03-27,16,28929
2024-03-27,17,29629
2024-03-27,18,30398
2024-03-27,19,30959
2024-03-27,20,30579
2024-03-27,21,29411
2024-03-27,22,27686
2024-03-27,23,26078
2024-03-28,0,24939
2024-03-28,1,24144
2024-03-28,2,23763
2024-03-28,3,23756
2024-03-28,4,24270
2024-03-28,5,25834
2024-03-28,6,28413
2024-03-28,7,30048
2024-03-28,8,30448
2024-03-28,9,30352
2024-03-28,10,30129
2024-03-28,11,29793
2024-03-28,12,29460
2024-03-28,13,29172
2024-03-28,14,28935
2024-03-28,15,28901
2024-03-28,16,29323
2024-03-28,17,29979
2024-03-28,18,30666
2024-03-28,19,31198
2024-03-28,20,30886
2024-03-28,21,29609
2024-03-28,22,27985
2024-03-28,23,26432
2024-03-29,0,25013
2024-03-29,1,24451
2024-03-29,2,24096
2024-03-29,3,24166
2024-03-29,4,24858
2024-03-29,5,26466
2024-03-29,6,28727
2024-03-29,7,29829
2024-03-29,8,29646
2024-03-29,9,28713
2024-03-29,10,27484
2024-03-29,11,26622
2024-03-29,12,25977
2024-03-29,13,25534
2024-03-29,14,25347
2024-03-29,15,25562
2024-03-29,16,25960
2024-03-29,17,26861
2024-03-29,18,27738
2024-03-29,19,28574
2024-03-29,20,28931
2024-03-29,21,28203
2024-03-29,22,27014
2024-03-29,23,25902
2024-03-30,0,24717
2024-03-30,1,24107
2024-03-30,2,23729
2024-03-30,3,23653
2024-03-30,4,23993
2024-03-30,5,24718
2024-03-30,6,25818
2024-03-30,7,26746
2024-03-30,8,26995
2024-03-30,9,26574
2024-03-30,10,25802
2024-03-30,11,25232
2024-03-30,12,24792
2024-03-30,13,24473
2024-03-30,14,24286
2024-03-30,15,24324
2024-03-30,16,24738
2024-03-30,17,25556
2024-03-30,18,26284
2024-03-30,19,26950
2024-03-30,20,27050
2024-03-30,21,26365
2024-03-30,22,25306
2024-03-30,23,24142
2024-03-31,0,22762
2024-03-31,1,22043
2024-03-31,2,21568
2024-03-31,3,21348
2024-03-31,4,21496
2024-03-31,5,21961
2024-03-31,6,22747
2024-03-31,7,23413
2024-03-31,8,23802
2024-03-31,9,23849
2024-03-31,10,23648
2024-03-31,11,23344
2024-03-31,12,23037
2024-03-31,13,22661
2024-03-31,14,22544
2024-03-31,15,22713
2024-03-31,16,23080
2024-03-31,17,24043
2024-03-31,18,25030
2024-03-31,19,25932
2024-03-31,20,26249
2024-03-31,21,25585
2024-03-31,22,24483
2024-03-31,23,23273
2024-04-01,0,22702
2024-04-01,1,22127
2024-04-01,2,21822
2024-04-01,3,21838
2024-04-01,4,22423
2024-04-01,5,24090
2024-04-01,6,26900
2024-04-01,7,28785
2024-04-01,8,29109
2024-04-01,9,28856
2024-04-01,10,28566
2024-04-01,11,28225
2024-04-01,12,27872
2024-04-01,13,27493
2024-04-01,14,27300
2024-04-01,15,27240
2024-04-01,16,27973
2024-04-01,17,28772
2024-04-01,18,29507
2024-04-01,19,30054
2024-04-01,20,29723
2024-04-01,21,28650
2024-04-01,22,26942
2024-04-01,23,25452
2024-04-02,0,23896
2024-04-02,1,23219
2024-04-02,2,22812
2024-04-02,3,22847
2024-04-02,4,23404
2024-04-02,5,25032
2024-04-02,6,27362
2024-04-02,7,29172
2024-04-02,8,29927
2024-04-02,9,30112
2024-04-02,10,30187
2024-04-02,11,30142
2024-04-02,12,29971
2024-04-02,13,29730
2024-04-02,14,29502
2024-04-02,15,29312
2024-04-02,16,29581
2024-04-02,17,30014
2024-04-02,18,30635
2024-04-02,19,31160
2024-04-02,20,30844
2024-04-02,21,29743
2024-04-02,22,27982
2024-04-02,23,26341
2024-04-03,0,24774
2024-04-03,1,24080
2024-04-03,2,23711
2024-04-03,3,23686
2024-04-03,4,24255
2024-04-03,5,25868
2024-04-03,6,28502
2024-04-03,7,30030
2024-04-03,8,30612
2024-04-03,9,30711
2024-04-03,10,30913
2024-04-03,11,30754
2024-04-03,12,30523
2024-04-03,13,30212
2024-04-03,14,29962
2024-04-03,15,29749
2024-04-03,16,30218
2024-04-03,17,30808
2024-04-03,18,31247
2024-04-03,19,31479
2024-04-03,20,31004
2024-04-03,21,29789
2024-04-03,22,28194
2024-04-03,23,26559
2024-04-04,0,25451
2024-04-04,1,24763
2024-04-04,2,24380
2024-04-04,3,24432
2024-04-04,4,25324
2024-04-04,5,27308
2024-04-04,6,29838
2024-04-04,7,31062
2024-04-04,8,30882
2024-04-04,9,30285
2024-04-04,10,29611
2024-04-04,11,29045
2024-04-04,12,28624
2024-04-04,13,28402
2024-04-04,14,28420
2024-04-04,15,28667
2024-04-04,16,29285
2024-04-04,17,30151
2024-04-04,18,30917
2024-04-04,19,31327
2024-04-04,20,31113
2024-04-04,21,30003
2024-04-04,22,28488
2024-04-04,23,26942
2024-04-05,0,26035
2024-04-05,1,25416
2024-04-05,2,25129
2024-04-05,3,25219
2024-04-05,4,25910
2024-04-05,5,27728
2024-04-05,6,30316
2024-04-05,7,31682
2024-04-05,8,31423
2024-04-05,9,30711
2024-04-05,10,29888
2024-04-05,11,29287
2024-04-05,12,28679
2024-04-05,13,28233
2024-04-05,14,28030
2024-04-05,15,28232
2024-04-05,16,28747
2024-04-05,17,29612
2024-04-05,18,30391
2024-04-05,19,31139
2024-04-05,20,30965
2024-04-05,21,30116
2024-04-05,22,28817
2024-04-05,23,27516
2024-04-06,0,26414
2024-04-06,1,25686
2024-04-06,2,25245
2024-04-06,3,25113
2024-04-06,4,25351
2024-04-06,5,26035
2024-04-06,6,27077
2024-04-06,7,27958
2024-04-06,8,28284
2024-04-06,9,28164
2024-04-06,10,27662
2024-04-06,11,27185
2024-04-06,12,26570
2024-04-06,13,26024
2024-04-06,14,25711
2024-04-06,15,25784
2024-04-06,16,26327
2024-04-06,17,27104
2024-04-06,18,27859
2024-04-06,19,28655
2024-04-06,20,28761
2024-04-06,21,28133
2024-04-06,22,27053
2024-04-06,23,25910
2024-04-07,0,24932
2024-04-07,1,24376
2024-04-07,2,24009
2024-04-07,3,23969
2024-04-07,4,24029
2024-04-07,5,24555
2024-04-07,6,25447
2024-04-07,7,25959
2024-04-07,8,25818
2024-04-07,9,25248
2024-04-07,10,24472
2024-04-07,11,23964
2024-04-07,12,23492
2024-04-07,13,23195
2024-04-07,14,23172
2024-04-07,15,23475
2024-04-07,16,24181
2024-04-07,17,25393
2024-04-07,18,26517
2024-04-07,19,27718
2024-04-07,20,28164
2024-04-07,21,27591
2024-04-07,22,26422
2024-04-07,23,25238
2024-04-08,0,24386
2024-04-08,1,23919
2024-04-08,2,23766
2024-04-08,3,23921
2024-04-08,4,24586
2024-04-08,5,26419
2024-04-08,6,29211
2024-04-08,7,30566
2024-04-08,8,29693
2024-04-08,9,28366
2024-04-08,10,27195
2024-04-08,11,26574
2024-04-08,12,26246
2024-04-08,13,26240
2024-04-08,14,27274
2024-04-08,15,27902
2024-04-08,16,27095
2024-04-08,17,27577
2024-04-08,18,28199
2024-04-08,19,28863
2024-04-08,20,29004
2024-04-08,21,27900
2024-04-08,22,26182
2024-04-08,23,24621
2024-04-09,0,22948
2024-04-09,1,22261
2024-04-09,2,21941
2024-04-09,3,21897
2024-04-09,4,22559
2024-04-09,5,24143
2024-04-09,6,26627
2024-04-09,7,27965
2024-04-09,8,27503
2024-04-09,9,26610
2024-04-09,10,25964
2024-04-09,11,25669
2024-04-09,12,25645
2024-04-09,13,25844
2024-04-09,14,26244
2024-04-09,15,26780
2024-04-09,16,27269
2024-04-09,17,28060
2024-04-09,18,28486
2024-04-09,19,28966
2024-04-09,20,28813
2024-04-09,21,27576
2024-04-09,22,25675
2024-04-09,23,23943
2024-04-10,0,22587
2024-04-10,1,21846
2024-04-10,2,21343
2024-04-10,3,21153
2024-04-10,4,21568
2024-04-10,5,22947
2024-04-10,6,25500
2024-04-10,7,27176
2024-04-10,8,27516
2024-04-10,9,27465
2024-04-10,10,27297
2024-04-10,11,27298
2024-04-10,12,27332
2024-04-10,13,27464
2024-04-10,14,27598
2024-04-10,15,27999
2024-04-10,16,28419
2024-04-10,17,28975
2024-04-10,18,29224
2024-04-10,19,29544
2024-04-10,20,29177
2024-04-10,21,27906
2024-04-10,22,26081
2024-04-10,23,24300
2024-04-11,0,22826
2024-04-11,1,21918
2024-04-11,2,21378
2024-04-11,3,21142
2024-04-11,4,21584
2024-04-11,5,22960
2024-04-11,6,25342
2024-04-11,7,26949
2024-04-11,8,27544
2024-04-11,9,27645
2024-04-11,10,27723
2024-04-11,11,27851
2024-04-11,12,27954
2024-04-11,13,28145
2024-04-11,14,28330
2024-04-11,15,28616
2024-04-11,16,28931
2024-04-11,17,29390
2024-04-11,18,29581
2024-04-11,19,29753
2024-04-11,20,29302
2024-04-11,21,28055
2024-04-11,22,26198
2024-04-11,23,24440
2024-04-12,0,22651
2024-04-12,1,21789
2024-04-12,2,21296
2024-04-12,3,21113
2024-04-12,4,21517
2024-04-12,5,22849
2024-04-12,6,25050
2024-04-12,7,26654
2024-04-12,8,27340
2024-04-12,9,27512
2024-04-12,10,27472
2024-04-12,11,27271
2024-04-12,12,27043
2024-04-12,13,26874
2024-04-12,14,26675
2024-04-12,15,26736
2024-04-12,16,26935
2024-04-12,17,27258
2024-04-12,18,27586
2024-04-12,19,27792
2024-04-12,20,27420
2024-04-12,21,26386
2024-04-12,22,24998
2024-04-12,23,23578
2024-04-13,0,22523
2024-04-13,1,21762
2024-04-13,2,21262
2024-04-13,3,21055
2024-04-13,4,21220
2024-04-13,5,21833
2024-04-13,6,22860
2024-04-13,7,23960
2024-04-13,8,24627
2024-04-13,9,24723
2024-04-13,10,24569
2024-04-13,11,24155
2024-04-13,12,23776
2024-04-13,13,23409
2024-04-13,14,23070
2024-04-13,15,23167
2024-04-13,16,23607
2024-04-13,17,24494
2024-04-13,18,25384
2024-04-13,19,26080
2024-04-13,20,26221
2024-04-13,21,25592
2024-04-13,22,24526
2024-04-13,23,23379
2024-04-14,0,22321
2024-04-14,1,21635
