datetime,temperature_C,humidity_%,total_power_load_MW
2024-08-30 17:00:00,32.8,36.79,1956042
2024-08-30 18:00:00,31.7,47.97,1996074
2024-08-30 19:00:00,30.7,53.02,2020274
2024-08-30 20:00:00,28.4,58.16,2281432
2024-08-30 21:00:00,26.7,62.13,2276902
2024-08-30 22:00:00,26.2,66.19,2231780
2024-08-30 23:00:00,25.0,70.85,2155194
2024-08-31 00:00:00,24.4,73.68,2083898
2024-08-31 01:00:00,24.3,73.69,1990786
2024-08-31 02:00:00,23.9,73.61,2073576
2024-08-31 03:00:00,23.4,75.85,1931086
2024-08-31 04:00:00,22.8,78.2,911228
2024-08-31 05:00:00,22.8,78.21,864388
2024-08-31 06:00:00,22.1,81.6,829130
2024-08-31 07:00:00,23.3,75.89,806100
2024-08-31 08:00:00,23.8,75.95,952358
2024-08-31 09:00:00,25.6,68.21,953274
2024-08-31 10:00:00,27.2,62.26,965580
2024-08-31 11:00:00,27.9,59.91,989128
2024-08-31 12:00:00,28.9,58.86,1217506
2024-08-31 13:00:00,31.7,50.02,1292230
2024-08-31 14:00:00,32.8,46.86,1563490
2024-08-31 15:00:00,21.2,96.93,1647150
2024-08-31 16:00:00,21.2,93.17,1722506
2024-08-31 17:00:00,22.8,87.41,1782886
2024-08-31 18:00:00,22.8,87.43,1835174
2024-08-31 19:00:00,22.2,87.44,1879516
2024-08-31 20:00:00,21.7,90.14,2143142
2024-08-31 21:00:00,22.2,87.44,2158452
2024-08-31 22:00:00,21.7,93.79,2127424
2024-08-31 23:00:00,21.2,96.97,2052882
